Transaction ID,Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
197ff0c8-a52e-4afa-baa0,2024-03-13,00:56:17,Station,Contactless,,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-03-14,23:15:00,23:45:00,23:45:00,On Time,,No
f2f331ab-731d-46df-8369,2024-04-20,14:52:43,Online,Credit Card,,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-04-20,16:15:00,17:35:00,17:35:00,On Time,,No
667d9b87-725b-4de3-9608,2024-04-18,09:05:09,Online,Credit Card,,Standard,Advance,5,Bristol Temple Meads,Cardiff Central,2024-04-19,07:30:00,07:55:00,07:55:00,On Time,,No
1e997a67-9fd0-46ed-b889,2024-04-09,04:50:40,Online,Credit Card,,Standard,Anytime,70,London Kings Cross,York,2024-04-09,06:15:00,08:05:00,08:36:00,Delayed,Technical Issue,No
46ed183b-b5bc-4439-874c,2024-01-30,06:10:40,Online,Credit Card,,First Class,Anytime,107,London St Pancras,Birmingham New Street,2024-01-30,07:30:00,08:50:00,08:50:00,On Time,,No
43037cdd-71ae-4377-af6c,2024-03-03,05:01:21,Online,Credit Card,Disabled,Standard,Off-Peak,32,London St Pancras,Wolverhampton,2024-03-03,06:30:00,08:00:00,08:00:00,On Time,,No
45c4473a-8838-45ed-a3de,2024-04-26,05:47:30,Online,Credit Card,Senior,Standard,Off-Peak,35,London Kings Cross,York,2024-04-26,09:30:00,11:20:00,11:20:00,On Time,,No
e9e4f87e-970f-4bc5-9e30,2024-01-19,09:07:24,Online,Credit Card,Senior,Standard,Advance,6,Liverpool Lime Street,Crewe,2024-01-20,07:30:00,08:05:00,08:05:00,On Time,,No
40656537-339b-4b3a-8666,2024-04-30,05:59:44,Online,Credit Card,,Standard,Anytime,70,London Kings Cross,York,2024-04-30,07:15:00,09:05:00,09:05:00,On Time,,No
573e48d7-bb25-470d-9210,2024-04-17,06:07:26,Online,Credit Card,,Standard,Anytime,70,London Kings Cross,York,2024-04-17,07:30:00,09:20:00,09:20:00,On Time,,No
ae20e89e-16d4-4edb-a421,2024-03-22,04:32:15,Station,Contactless,Adult,Standard,Anytime,23,Oxford,Bristol Temple Meads,2024-03-22,06:00:00,07:15:00,07:15:00,On Time,,No
adc8539c-1aaa-48c6-a570,2024-04-13,03:13:24,Online,Contactless,,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-04-13,04:30:00,05:00:00,05:00:00,On Time,,No
ea01c792-2439-4be4-8d8f,2024-04-17,09:59:49,Station,Credit Card,,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-04-17,11:15:00,11:45:00,11:45:00,On Time,,No
45aeefdb-2df4-486a-a9d6,2024-03-03,08:24:07,Online,Credit Card,,Standard,Advance,13,London Paddington,Reading,2024-03-04,07:45:00,08:45:00,08:45:00,On Time,,No
337fc7f3-0000-4f81-827d,2024-02-07,08:12:42,Online,Credit Card,,Standard,Advance,7,London Euston,Birmingham New Street,2024-02-15,06:30:00,07:50:00,07:50:00,On Time,,No
d3e1a6e6-cb87-4f64-8371,2024-01-28,03:42:39,Online,Credit Card,,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-01-29,02:00:00,03:20:00,03:20:00,On Time,,No
54b7119e-5964-444d-9cbc,2024-03-10,10:15:44,Station,Credit Card,Senior,First Class,Advance,35,London Euston,Birmingham New Street,2024-03-11,09:45:00,11:05:00,11:05:00,On Time,,No
4a9dfd5d-ea7d-4b91-8a8f,2024-01-14,06:38:21,Station,Credit Card,,Standard,Off-Peak,113,Liverpool Lime Street,London Euston,2024-01-14,08:00:00,10:15:00,11:04:00,Delayed,Weather,No
64cc1665-a1d7-4c7c-98ea,2024-02-06,09:48:29,Station,Credit Card,,Standard,Advance,4,Manchester Piccadilly,Sheffield,2024-02-19,08:15:00,09:00:00,09:00:00,On Time,,No
658ae7dc-0cc7-450a-8ea3,2024-01-14,08:29:28,Online,Credit Card,,Standard,Advance,18,London Paddington,Oxford,2024-01-15,07:45:00,09:15:00,09:15:00,On Time,,No
a5a37f7e-2b60-4689-a833,2024-02-10,02:53:26,Station,Contactless,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-02-10,04:15:00,05:35:00,05:35:00,On Time,,No
57e82ad7-d88e-493c-83ca,2024-02-10,05:08:50,Online,Credit Card,Disabled,Standard,Off-Peak,5,York,Doncaster,2024-02-10,06:30:00,07:00:00,07:00:00,On Time,,No
ed2b7332-a232-4963-8e6c,2024-03-10,16:31:07,Station,Debit Card,Adult,Standard,Off-Peak,13,London Paddington,Reading,2024-03-10,18:00:00,19:00:00,19:00:00,On Time,,No
f26c0cd8-23aa-4107-91b5,2024-02-14,17:54:28,Station,Contactless,Adult,Standard,Advance,8,London Paddington,Reading,2024-02-21,16:15:00,17:15:00,17:15:00,On Time,,No
6e5f353a-f703-4247-8a07,2024-02-08,20:34:15,Station,Contactless,,Standard,Advance,35,London Kings Cross,York,2024-02-14,17:45:00,19:35:00,19:35:00,On Time,,No
b1500978-afae-49e6-a9ac,2024-04-12,20:04:59,Station,Credit Card,,First Class,Advance,10,Liverpool Lime Street,Manchester Piccadilly,2024-04-13,18:30:00,19:00:00,19:00:00,On Time,,No
38b4d23f-3606-4ca9-b50a,2024-04-27,13:20:31,Online,Credit Card,Senior,Standard,Advance,23,London Kings Cross,York,2024-04-28,09:30:00,11:20:00,11:20:00,On Time,,No
933af787-cd1a-437a-a40b,2024-03-06,05:09:16,Online,Credit Card,Disabled,Standard,Anytime,7,York,Doncaster,2024-03-06,06:30:00,07:00:00,07:00:00,On Time,,No
b1d9f53b-ff78-47ad-bdf8,2024-04-05,17:45:46,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-06,16:15:00,16:45:00,16:45:00,On Time,,No
da820968-2cae-49d1-9bf4,2024-01-23,07:55:37,Online,Contactless,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-23,09:15:00,10:35:00,10:35:00,On Time,,No
78ee5d4b-f6d9-4f9a-b7d7,2024-02-14,08:05:49,Online,Credit Card,Disabled,Standard,Advance,21,London St Pancras,Wolverhampton,2024-02-16,06:30:00,08:00:00,08:00:00,On Time,,No
2b421e98-9ade-4b92-99d0,2024-04-13,05:01:51,Station,Credit Card,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-04-13,06:30:00,07:50:00,07:50:00,On Time,,No
084449fe-186f-4ac4-be12,2024-04-25,13:54:12,Station,Credit Card,,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,2024-04-26,12:15:00,12:45:00,12:45:00,On Time,,No
542dde3a-b2cf-4e9d-a43a,2024-02-20,05:09:59,Online,Credit Card,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-21,03:30:00,04:00:00,04:00:00,On Time,,No
c208ad94-b48e-409f-a1d6,2024-04-02,19:32:14,Online,Credit Card,Senior,Standard,Advance,16,London St Pancras,Leicester,2024-04-03,18:45:00,19:45:00,19:45:00,On Time,,No
9e7d3d65-fad6-405a-857f,2024-04-24,20:20:43,Station,Credit Card,,Standard,Advance,5,Birmingham New Street,Stafford,2024-04-25,17:45:00,18:15:00,18:15:00,On Time,,No
b23f1329-38e2-489d-8306,2024-02-14,07:23:39,Online,Credit Card,,Standard,Anytime,35,London Paddington,Oxford,2024-02-14,07:45:00,09:15:00,09:15:00,On Time,,No
251bc4d1-30f9-4f87-8984,2024-02-15,05:04:23,Online,Credit Card,Disabled,Standard,Anytime,7,York,Doncaster,2024-02-15,06:30:00,07:00:00,07:00:00,On Time,,No
a0e29002-a6ec-47a2-9ded,2024-04-19,13:36:03,Online,Contactless,,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-04-20,12:00:00,13:20:00,13:20:00,On Time,,No
d246fa33-db80-40ec-a8a8,2024-01-20,00:53:39,Station,Contactless,,Standard,Advance,13,London Paddington,Reading,2024-01-21,23:15:00,00:15:00,00:15:00,On Time,,No
3d716954-7876-40c4-915b,2024-02-04,19:10:11,Station,Contactless,Adult,Standard,Advance,50,Liverpool Lime Street,London Euston,2024-02-10,17:30:00,19:45:00,19:58:00,Delayed,Technical Issue,No
100e0c8f-029e-43ad-9e66,2024-01-02,09:34:01,Station,Credit Card,,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-03,08:00:00,10:15:00,11:09:00,Delayed,Weather,No
bcd86218-9443-4690-addf,2024-02-26,17:06:19,Online,Credit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,2024-02-28,15:30:00,16:50:00,16:50:00,On Time,,No
62b5b6f6-6c42-440f-acb3,2024-02-03,17:59:41,Station,Credit Card,,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-02-03,19:15:00,19:45:00,19:45:00,On Time,,No
15cb9315-df48-415e-9654,2024-04-28,17:15:40,Online,Debit Card,Senior,Standard,Off-Peak,4,Reading,Didcot,2024-04-28,18:45:00,19:00:00,19:00:00,On Time,,No
9ae2d7a2-0b73-419f-b141,2024-02-08,15:03:34,Station,Contactless,Adult,Standard,Anytime,11,Liverpool Lime Street,Sheffield,2024-02-08,16:30:00,17:45:00,17:45:00,On Time,,No
ff29f0e2-d3ee-4af1-a166,2024-04-29,01:13:07,Online,Contactless,,Standard,Off-Peak,107,London Euston,Manchester Piccadilly,2024-04-29,02:30:00,04:20:00,04:20:00,On Time,,No
73e6ef63-6e38-4b5b-8729,2024-01-11,06:58:09,Station,Credit Card,,Standard,Anytime,7,Manchester Piccadilly,Sheffield,2024-01-11,08:15:00,09:00:00,09:00:00,On Time,,No
34707157-716d-4e8c-997f,2024-03-27,11:52:08,Online,Credit Card,,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-03-27,13:15:00,14:35:00,14:35:00,On Time,,No
f944a6d3-429e-404f-9374,2024-01-22,12:30:19,Online,Contactless,,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-01-23,11:00:00,12:20:00,,Cancelled,Technical Issue,No
61b55f34-eb71-46ad-9c91,2024-01-14,17:29:26,Online,Credit Card,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-01-14,18:45:00,20:05:00,20:05:00,On Time,,No
c27a8333-557e-433b-8935,2024-02-13,18:50:06,Online,Credit Card,Senior,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-02-28,17:15:00,17:45:00,17:45:00,On Time,,No
1b2b7732-21c5-4d1c-a672,2024-01-09,09:38:35,Station,Credit Card,,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-10,08:00:00,10:15:00,,Cancelled,Staffing,No
ca520cc0-709d-4c1e-9b1b,2024-03-07,12:12:09,Station,Credit Card,Disabled,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-03-08,10:30:00,11:00:00,11:00:00,On Time,,No
195e568d-af2a-4789-8f14,2024-01-29,09:31:14,Station,Credit Card,,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-02-13,08:00:00,10:15:00,11:04:00,Delayed,Weather Conditions,No
9c5d0395-9c16-49bf-b460,2024-03-13,22:04:52,Online,Contactless,,Standard,Advance,6,Reading,Oxford,2024-03-14,20:30:00,20:55:00,20:55:00,On Time,,No
b386eb1f-38af-4fdf-a59d,2024-02-23,04:14:49,Online,Contactless,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-25,02:30:00,03:00:00,03:00:00,On Time,,No
3f7d5e9f-af9b-4916-bba7,2024-01-24,18:48:27,Station,Credit Card,,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-01-24,20:15:00,20:45:00,20:45:00,On Time,,No
5e0f046b-7488-4873-ba5c,2024-04-02,14:32:49,Online,Contactless,,Standard,Advance,24,York,Edinburgh Waverley,2024-04-03,13:00:00,15:30:00,15:30:00,On Time,,No
9ac09d38-7f45-4f3a-89a7,2024-02-04,17:43:03,Station,Credit Card,,Standard,Advance,34,York,Peterborough,2024-02-10,16:00:00,17:10:00,17:10:00,On Time,,No
81bf4047-fa33-421e-8290,2024-02-02,15:20:39,Station,Contactless,,Standard,Anytime,70,London Kings Cross,York,2024-02-02,17:45:00,19:35:00,,Cancelled,Weather Conditions,No
69ecd321-f5cf-4f83-8c67,2024-03-31,16:04:47,Station,Credit Card,,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-03-31,17:45:00,18:15:00,18:15:00,On Time,,No
2cbb2cb6-c6a0-4a64-90d6,2024-03-24,07:51:02,Online,Credit Card,,First Class,Off-Peak,158,London Kings Cross,Liverpool Lime Street,2024-03-24,09:15:00,11:30:00,11:30:00,On Time,,No
998dc810-8f45-4383-a8eb,2024-03-02,04:10:24,Online,Contactless,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-03,02:30:00,03:00:00,03:00:00,On Time,,No
f551ae8f-894f-4dd7-ad11,2024-02-12,18:15:39,Online,Credit Card,Senior,Standard,Anytime,31,London St Pancras,Leicester,2024-02-12,18:45:00,19:45:00,,Cancelled,Technical Issue,No
23c6208e-d1f9-4e51-834d,2024-02-18,11:57:01,Online,Contactless,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-02-18,13:15:00,14:35:00,14:35:00,On Time,,No
182c7acc-cf3b-45de-9b7a,2024-03-21,04:56:44,Online,Debit Card,Senior,Standard,Anytime,17,London Paddington,Reading,2024-03-21,06:15:00,07:15:00,07:15:00,On Time,,No
9bef3872-06d6-4df5-b74a,2024-04-20,05:02:39,Online,Credit Card,Disabled,Standard,Off-Peak,5,York,Doncaster,2024-04-20,06:30:00,07:00:00,07:00:00,On Time,,No
e2c1a56e-43b3-45cb-8f76,2024-04-15,05:27:34,Station,Credit Card,,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,2024-04-15,06:45:00,07:15:00,07:15:00,On Time,,No
3473959f-8202-477b-ab4a,2024-03-28,06:40:50,Station,Credit Card,,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-03-28,08:00:00,10:15:00,10:15:00,On Time,,No
572cdcdf-5cea-4589-bc59,2024-03-01,04:30:31,Online,Contactless,,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,2024-03-01,06:00:00,06:30:00,06:30:00,On Time,,No
844f5c11-d9dd-479b-bb36,2024-04-30,14:49:56,Online,Contactless,Adult,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-30,16:15:00,16:45:00,16:45:00,On Time,,No
6fd8bd09-7139-4717-86c4,2024-03-29,20:19:05,Online,Credit Card,,Standard,Advance,34,York,Peterborough,2024-03-30,18:45:00,19:55:00,19:55:00,On Time,,No
48f65e1c-7183-4c13-90d4,2024-02-10,06:07:28,Online,Credit Card,,Standard,Advance,22,Birmingham New Street,London St Pancras,2024-02-13,04:30:00,05:50:00,05:50:00,On Time,,No
37a552f6-bf6a-4f85-97c8,2024-04-09,13:40:09,Online,Credit Card,,Standard,Advance,86,Manchester Piccadilly,London St Pancras,2024-04-10,12:00:00,14:15:00,14:15:00,On Time,,No
5932f434-668e-46b2-84b6,2024-04-29,15:19:13,Online,Contactless,,Standard,Anytime,151,Liverpool Lime Street,London Euston,2024-04-29,16:45:00,19:00:00,19:00:00,On Time,,No
462dc585-f958-410f-a5a8,2024-04-22,03:57:20,Online,Contactless,Senior,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,2024-04-23,02:15:00,02:45:00,02:45:00,On Time,,No
995be011-7574-45d9-b2d3,2024-04-08,20:16:44,Online,Credit Card,,First Class,Advance,27,London Paddington,Reading,2024-04-09,18:45:00,19:45:00,19:45:00,On Time,,No
f49b7e55-0228-474f-9f21,2024-04-04,09:25:08,Station,Credit Card,,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-04-04,10:45:00,11:15:00,11:15:00,On Time,,No
85c4e382-4269-4252-bb17,2024-02-04,14:44:33,Station,Credit Card,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,2024-02-04,16:00:00,17:20:00,17:20:00,On Time,,No
36c0fb28-5e32-436c-b79e,2024-01-11,08:23:57,Online,Contactless,,First Class,Advance,27,London Paddington,Reading,2024-01-12,06:45:00,07:45:00,07:45:00,On Time,,No
ca84eaf6-a454-41ab-8940,2024-01-28,20:57:28,Station,Credit Card,,Standard,Off-Peak,19,London Paddington,Reading,2024-01-28,22:15:00,23:15:00,23:15:00,On Time,,No
0b5ca78d-9ad2-4609-b853,2024-01-17,08:25:08,Online,Contactless,,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-01-18,06:45:00,08:05:00,08:05:00,On Time,,No
5d75c6da-0d9d-4ac8-8c2e,2024-02-02,03:34:45,Online,Credit Card,Disabled,Standard,Advance,8,London Paddington,Reading,2024-02-29,02:00:00,03:00:00,03:00:00,On Time,,No
c39b67d4-88b9-47a5-9982,2024-02-11,09:05:04,Online,Credit Card,,First Class,Advance,47,York,Peterborough,2024-02-12,07:30:00,08:40:00,,Cancelled,Staffing,No
779bd648-0258-4048-837e,2024-01-16,08:06:07,Station,Credit Card,,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-01-17,06:30:00,07:50:00,07:50:00,On Time,,No
0890588f-39f4-4ad9-bfe9,2024-02-10,17:19:16,Online,Credit Card,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-02-10,18:45:00,20:05:00,20:05:00,On Time,,No
0d683ad9-0001-4e28-ad09,2024-03-24,17:18:22,Online,Credit Card,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-03-24,18:45:00,20:05:00,20:05:00,On Time,,No
0799ac3c-4c32-42c1-adab,2024-02-07,08:17:08,Online,Credit Card,,Standard,Advance,18,London Paddington,Oxford,2024-02-21,07:45:00,09:15:00,09:15:00,On Time,,No
16172ecc-7ed3-43d9-8dbe,2024-01-27,20:06:28,Station,Credit Card,,Standard,Off-Peak,10,London Euston,Birmingham New Street,2024-01-27,21:30:00,22:50:00,22:50:00,On Time,,No
afd42c55-5f1c-4def-b075,2024-04-30,00:20:19,Station,Contactless,,Standard,Off-Peak,53,London Kings Cross,York,2024-04-30,01:45:00,03:35:00,03:35:00,On Time,,No
3921638b-c7f6-405c-b2f7,2024-02-23,07:23:31,Station,Credit Card,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-02-28,05:45:00,06:15:00,06:15:00,On Time,,No
0d90b5bb-133d-42f3-ae9b,2024-03-10,16:22:32,Station,Debit Card,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-03-10,17:45:00,19:05:00,19:05:00,On Time,,No
e1949b50-fb5d-4c3a-bfa0,2024-04-15,17:23:57,Online,Credit Card,,Standard,Anytime,16,London St Pancras,Birmingham New Street,2024-04-15,18:45:00,20:05:00,20:05:00,On Time,,No
20faaf0b-725b-4e17-ba11,2024-01-28,17:19:52,Online,Credit Card,Senior,First Class,Off-Peak,8,Liverpool Lime Street,Crewe,2024-01-28,18:45:00,19:20:00,19:20:00,On Time,,No
b6412888-bd71-407b-a4b7,2024-02-02,15:39:50,Online,Credit Card,,Standard,Anytime,13,London Euston,Birmingham New Street,2024-02-02,17:00:00,18:20:00,18:20:00,On Time,,No
9946b665-4c5b-4cdb-8fca,2024-01-09,18:51:30,Online,Credit Card,Adult,Standard,Off-Peak,13,London Paddington,Reading,2024-01-09,20:15:00,21:15:00,21:15:00,On Time,,No
80380e8c-1a4e-45b5-b99b,2024-01-13,23:48:51,Station,Credit Card,Adult,Standard,Advance,48,London Euston,Manchester Piccadilly,2024-01-14,22:15:00,00:05:00,00:05:00,On Time,,No
2510be49-7e7b-4506-9365,2024-03-03,06:06:56,Online,Credit Card,,Standard,Off-Peak,53,London Kings Cross,York,2024-03-03,07:30:00,09:20:00,,Cancelled,Signal failure,No
e63deee5-986c-431b-b908,2024-03-05,19:43:57,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-03-06,17:45:00,19:05:00,19:05:00,On Time,,No
8478bae4-a555-4306-b81f,2024-04-06,07:24:09,Online,Credit Card,,Standard,Off-Peak,19,London Paddington,Reading,2024-04-06,07:45:00,08:45:00,,Cancelled,Traffic,No
0f36e4a6-0698-4e32-aa29,2024-04-25,22:42:39,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-04-26,00:00:00,00:30:00,00:30:00,On Time,,No
9db33b93-f5c1-4fdc-81a6,2024-02-22,01:34:26,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,2024-02-23,00:00:00,00:30:00,00:30:00,On Time,,No
6975b37e-ab6d-471c-ae68,2024-04-29,22:34:50,Station,Credit Card,,First Class,Advance,27,London Paddington,Reading,2024-04-30,00:00:00,01:00:00,01:00:00,On Time,,No
f269f387-4ca4-441a-8615,2024-04-24,09:05:33,Online,Credit Card,,Standard,Advance,35,London Kings Cross,York,2024-04-25,07:30:00,09:20:00,09:20:00,On Time,,No
64fe88fb-8e82-451d-a7a9,2024-04-21,12:31:13,Station,Credit Card,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-22,11:00:00,11:30:00,11:30:00,On Time,,No
f6b954af-dbfc-49e6-a819,2024-03-06,18:30:15,Online,Contactless,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-03-07,17:00:00,17:30:00,17:30:00,On Time,,No
aee27b1e-aa2d-4bb7-95e9,2024-04-28,18:28:43,Online,Contactless,,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,2024-04-29,16:45:00,17:15:00,17:15:00,On Time,,No
a7cf8c96-55f5-4222-9201,2024-04-23,19:04:48,Station,Contactless,,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-04-23,20:30:00,21:00:00,21:00:00,On Time,,No
327f2630-7f1f-4958-a288,2024-03-30,15:06:13,Station,Debit Card,,Standard,Off-Peak,43,Edinburgh Waverley,London Kings Cross,2024-03-30,15:30:00,19:50:00,20:10:00,Delayed,Staffing,Yes
c4660749-6327-465f-9787,2024-01-22,06:00:34,Online,Credit Card,,Standard,Anytime,70,London Kings Cross,York,2024-01-22,07:30:00,09:20:00,09:20:00,On Time,,No
9ff49247-ea61-4243-93af,2024-01-09,09:43:30,Station,Contactless,,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,2024-01-09,11:00:00,11:30:00,14:05:00,Delayed,Staff Shortage,No
384afa19-754f-4b68-af58,2024-04-11,17:39:00,Station,Credit Card,Adult,Standard,Advance,4,London Euston,Birmingham New Street,2024-04-12,16:00:00,17:20:00,17:20:00,On Time,,No
799b1d75-83d4-45fb-87b1,2024-03-25,10:44:39,Station,Credit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,2024-03-25,12:00:00,12:30:00,12:30:00,On Time,,No
7b3cf5f6-bef9-4f91-9077,2024-02-02,19:58:56,Station,Credit Card,,Standard,Advance,8,London St Pancras,Birmingham New Street,2024-02-24,18:15:00,19:35:00,19:35:00,On Time,,No
57b1b06e-762f-4ea4-94ac,2024-01-24,20:26:03,Online,Credit Card,,Standard,Advance,7,Birmingham New Street,Nuneaton,2024-01-25,18:45:00,19:05:00,19:05:00,On Time,,No
6d2b374e-a5bd-4cd3-9713,2024-01-13,09:38:09,Station,Credit Card,,Standard,Advance,76,Liverpool Lime Street,London Euston,2024-01-14,08:00:00,10:15:00,11:04:00,Delayed,Weather,No
8dfacd31-f1f1-443b-98ff,2024-03-20,12:32:28,Station,Credit Card,,Standard,Off-Peak,19,London Paddington,Reading,2024-03-20,14:00:00,15:00:00,15:00:00,On Time,,No
beb3b10b-197d-4b75-af4f,2024-02-12,00:09:01,Station,Credit Card,Adult,Standard,Off-Peak,17,Oxford,Bristol Temple Meads,2024-02-12,22:30:00,23:45:00,23:45:00,On Time,,No
88f6ad4f-f9a5-4100-9850,2024-02-14,20:01:39,Station,Contactless,,First Class,Off-Peak,86,London Kings Cross,York,2024-02-14,21:30:00,23:20:00,23:20:00,On Time,,No
09e411b5-a091-4fd3-b48e,2024-03-08,00:19:51,Online,Credit Card,,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,2024-03-08,01:45:00,02:15:00,02:15:00,On Time,,No
74232d0b-af12-4d6a-9260,2024-02-08,20:22:44,Online,Debit Card,,Standard,Advance,21,Birmingham New Street,London Euston,2024-02-15,18:45:00,20:05:00,20:05:00,On Time,,No
9896c951-a720-423f-ab67,2024-02-09,10:35:27,Online,Contactless,,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,2024-02-09,12:00:00,13:20:00,13:20:00,On Time,,No
5d87188e-4fb4-402a-98a6,2024-02-19,17:57:13,Online,Contactless,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,2024-02-20,16:15:00,17:35:00,17:35:00,On Time,,No
11c1da46-166a-4e99-be69,2024-03-14,17:08:07,Station,Contactless,Adult,Standard,Anytime,26,Birmingham New Street,York,2024-03-14,18:30:00,20:15:00,20:15:00,On Time,,No
